#FILE:                       ,R30B70D28; 13-1-2025.ngb-ds3       ,,,,,,
#FORMAT:                     ,NETZSCH5                           ,,,,,,
#IDENTITY:                   ,Geopolymere paste                  ,,,,,,
#DECIMAL:                    ,POINT                              ,,,,,,
#SEPARATOR:                  ,COMMA                              ,,,,,,
#MTYPE:                      ,DSC                                ,,,,,,
#INSTRUMENT:                 ,Microlab TU Delft                  ,,,,,,
#PROJECT:                    ,                                   ,,,,,,
#DATE/TIME:                  ,13/01/2025 12:57:40 PM             ,,,,,,
#CORR. FILE:                 ,Blank with cover; 13-1-2025.ngb-bs3,,,,,,
#LABORATORY:                 ,TU Delft Micro Lab                 ,,,,,,
#OPERATOR:                   ,Ahmed                              ,,,,,,
#REMARK:                     ,under Argon atmosphere, 10K/min    ,,,,,
#SAMPLE:                     ,R30B70D28;13-1-2025                ,,,,,,
#SAMPLE MASS /mg:            ,55,,,,,,
#MATERIAL:                   ,Geopolymer paste                   ,,,,,,
#REFERENCE:                  ,blank                              ,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,
#TYPE OF CRUCIBLE:           ,DSC/TG pan Al2O3                   ,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,
#CORR. CODE:                 ,20,,,,,,
#EXO:                        ,-1,,,,,,
#RANGE:                      ,40/10.0(K/min)/1000                ,,,,,,
#SEGMENT:                    ,S2/2                               ,,,,,,
,,,,,,,
##Temp./øC,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge1)/(ml/min),Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),Sensit./(uV/mW)
40.552,15.0075,7.17E-02,97.92364,50,0.00E+00,20,1.22618
40.566,15.0125,7.17E-02,97.92364,50,0.00E+00,20,1.22616
40.566,15.0175,7.15E-02,97.92182,50,0.00E+00,20,1.22616
40.559,15.0225,7.16E-02,97.92182,50,0.00E+00,20,1.22617
40.559,15.0275,7.18E-02,97.91818,50,0.00E+00,20,1.22617
40.559,15.0325,7.17E-02,97.91818,50,0.00E+00,20,1.22617
40.562,15.0375,7.16E-02,97.91636,50,0.00E+00,20,1.22617
40.553,15.0425,7.16E-02,97.91636,50,0.00E+00,20,1.22618
40.552,15.0475,7.16E-02,97.91455,50,0.00E+00,20,1.22618
40.559,15.0525,7.16E-02,97.91455,50,0.00E+00,20,1.22617
40.569,15.0575,7.15E-02,97.91273,50,0.00E+00,20,1.22616
40.575,15.0625,7.16E-02,97.91273,50,0.00E+00,20,1.22615
40.569,15.0675,7.17E-02,97.91273,50,0.00E+00,20,1.22616
40.591,15.0725,7.15E-02,97.91091,50,0.00E+00,20,1.22613
40.575,15.0775,7.16E-02,97.91091,50,0.00E+00,20,1.22615
40.58,15.0825,7.16E-02,97.90909,50,0.00E+00,20,1.22614
40.578,15.0875,7.16E-02,97.90909,50,0.00E+00,20,1.22615
40.577,15.0925,7.15E-02,97.90545,50,0.00E+00,20,1.22615
40.584,15.0975,7.13E-02,97.90545,50,0.00E+00,20,1.22614
40.582,15.1025,7.15E-02,97.90545,50,0.00E+00,20,1.22614
40.598,15.1075,7.14E-02,97.90545,50,0.00E+00,20,1.22612
40.585,15.1125,7.15E-02,97.90545,50,0.00E+00,20,1.22614
40.582,15.1175,7.14E-02,97.90182,50,0.00E+00,20,1.22614
40.597,15.1225,7.15E-02,97.90182,50,0.00E+00,20,1.22612
40.598,15.1275,7.15E-02,97.9,50,0.00E+00,20,1.22612
40.591,15.1325,7.14E-02,97.9,50,0.00E+00,20,1.22613
40.597,15.1375,7.15E-02,97.89818,50,0.00E+00,20,1.22612
40.608,15.1425,7.16E-02,97.89818,50,0.00E+00,20,1.2261
40.604,15.1475,7.15E-02,97.89636,50,0.00E+00,20,1.22611
40.607,15.1525,7.15E-02,97.89636,50,0.00E+00,20,1.22611
40.613,15.1575,7.14E-02,97.89636,50,0.00E+00,20,1.2261
40.619,15.1625,7.14E-02,97.89273,50,0.00E+00,20,1.22609
40.608,15.1675,7.12E-02,97.89273,50,0.00E+00,20,1.2261
40.604,15.1725,7.13E-02,97.89273,50,0.00E+00,20,1.22611
40.607,15.1775,7.15E-02,97.89273,50,0.00E+00,20,1.22611
40.61,15.1825,7.14E-02,97.88909,50,0.00E+00,20,1.2261
40.606,15.1875,7.13E-02,97.88909,50,0.00E+00,20,1.22611
40.613,15.1925,7.12E-02,97.88909,50,0.00E+00,20,1.2261
40.616,15.1975,7.14E-02,97.88727,50,0.00E+00,20,1.22609
40.617,15.2025,7.15E-02,97.88727,50,0.00E+00,20,1.22609
40.626,15.2075,7.13E-02,97.88727,50,0.00E+00,20,1.22608
40.623,15.2125,7.13E-02,97.88545,50,0.00E+00,20,1.22608
40.611,15.2175,7.13E-02,97.88545,50,0.00E+00,20,1.2261
40.607,15.2225,7.13E-02,97.88182,50,0.00E+00,20,1.22611
40.609,15.2275,7.12E-02,97.88182,50,0.00E+00,20,1.2261
40.616,15.2325,7.14E-02,97.88182,50,0.00E+00,20,1.22609
40.613,15.2375,7.14E-02,97.88182,50,0.00E+00,20,1.2261
40.635,15.2425,7.13E-02,97.87818,50,0.00E+00,20,1.22607
40.638,15.2475,7.15E-02,97.87818,50,0.00E+00,20,1.22606
40.623,15.2525,7.13E-02,97.87818,50,0.00E+00,20,1.22608
40.642,15.2575,7.13E-02,97.87818,50,0.00E+00,20,1.22606
40.646,15.2625,7.14E-02,97.87455,50,0.00E+00,20,1.22605
40.643,15.2675,7.13E-02,97.87455,50,0.00E+00,20,1.22606
40.655,15.2725,7.13E-02,97.87455,50,0.00E+00,20,1.22604
40.646,15.2775,7.12E-02,97.87273,50,0.00E+00,20,1.22605
40.657,15.2825,7.13E-02,97.87273,50,0.00E+00,20,1.22604
40.645,15.2875,7.12E-02,97.87273,50,0.00E+00,20,1.22605
40.652,15.2925,7.13E-02,97.87091,50,0.00E+00,20,1.22604
40.646,15.2975,7.13E-02,97.87091,50,0.00E+00,20,1.22605
40.655,15.3025,7.12E-02,97.87091,50,0.00E+00,20,1.22604
40.675,15.3075,7.13E-02,97.86727,50,0.00E+00,20,1.22601
40.659,15.3125,7.13E-02,97.86727,50,0.00E+00,20,1.22603
40.665,15.3175,7.11E-02,97.86727,50,0.00E+00,20,1.22603
40.652,15.3225,7.12E-02,97.86727,50,0.00E+00,20,1.22604
40.652,15.3275,7.13E-02,97.86364,50,0.00E+00,20,1.22604
40.658,15.3325,7.11E-02,97.86364,50,0.00E+00,20,1.22603
40.661,15.3375,7.12E-02,97.86182,50,0.00E+00,20,1.22603
40.669,15.3425,7.13E-02,97.86182,50,0.00E+00,20,1.22602
40.667,15.3475,7.12E-02,97.86182,50,0.00E+00,20,1.22602
40.671,15.3525,7.10E-02,97.86,50,0.00E+00,20,1.22602
40.677,15.3575,7.12E-02,97.86,50,0.00E+00,20,1.22601
40.669,15.3625,7.12E-02,97.86,50,0.00E+00,20,1.22602
40.678,15.3675,7.11E-02,97.85818,50,0.00E+00,20,1.22601
40.672,15.3725,7.13E-02,97.85818,50,0.00E+00,20,1.22602
40.691,15.3775,7.12E-02,97.85455,50,0.00E+00,20,1.22599
40.684,15.3825,7.11E-02,97.85455,50,0.00E+00,20,1.226
40.689,15.3875,7.13E-02,97.85455,50,0.00E+00,20,1.22599
40.679,15.3925,7.12E-02,97.85455,50,0.00E+00,20,1.22601
40.691,15.3975,7.12E-02,97.85455,50,0.00E+00,20,1.22599
40.681,15.4025,7.11E-02,97.85455,50,0.00E+00,20,1.226
40.69,15.4075,7.13E-02,97.85091,50,0.00E+00,20,1.22599
40.688,15.4125,7.10E-02,97.84727,50,0.00E+00,20,1.22599
40.713,15.4175,7.11E-02,97.84727,50,0.00E+00,20,1.22596
40.719,15.4225,7.13E-02,97.84545,50,0.00E+00,20,1.22595
40.698,15.4275,7.10E-02,97.84545,50,0.00E+00,20,1.22598
40.713,15.4325,7.11E-02,97.84545,50,0.00E+00,20,1.22596
40.707,15.4375,7.12E-02,97.84364,50,0.00E+00,20,1.22597
40.7,15.4425,7.12E-02,97.84364,50,0.00E+00,20,1.22598
40.722,15.4475,7.12E-02,97.84182,50,0.00E+00,20,1.22595
40.71,15.4525,7.12E-02,97.84182,50,0.00E+00,20,1.22596
40.693,15.4575,7.12E-02,97.84182,50,0.00E+00,20,1.22599
40.716,15.4625,7.12E-02,97.84,50,0.00E+00,20,1.22595
40.713,15.4675,7.12E-02,97.84,50,0.00E+00,20,1.22596
40.721,15.4725,7.12E-02,97.83818,50,0.00E+00,20,1.22595
40.716,15.4775,7.13E-02,97.83818,50,0.00E+00,20,1.22595
40.726,15.4825,7.12E-02,97.83818,50,0.00E+00,20,1.22594
40.728,15.4875,7.13E-02,97.83455,50,0.00E+00,20,1.22594
40.726,15.4925,7.13E-02,97.83455,50,0.00E+00,20,1.22594
40.737,15.4975,7.15E-02,97.83455,50,0.00E+00,20,1.22593
40.726,15.5025,7.12E-02,97.83455,50,0.00E+00,20,1.22594
40.731,15.5075,7.13E-02,97.83455,50,0.00E+00,20,1.22593
40.732,15.5125,7.12E-02,97.83091,50,0.00E+00,20,1.22593
40.747,15.5175,7.12E-02,97.83091,50,0.00E+00,20,1.22591
40.739,15.5225,7.13E-02,97.82909,50,0.00E+00,20,1.22592
40.738,15.5275,7.14E-02,97.82909,50,0.00E+00,20,1.22592
40.741,15.5325,7.13E-02,97.82909,50,0.00E+00,20,1.22592
40.752,15.5375,7.12E-02,97.82727,50,0.00E+00,20,1.22591
40.759,15.5425,7.13E-02,97.82727,50,0.00E+00,20,1.2259
40.758,15.5475,7.12E-02,97.82364,50,0.00E+00,20,1.2259
40.764,15.5525,7.13E-02,97.82182,50,0.00E+00,20,1.22589
40.771,15.5575,7.13E-02,97.82182,50,0.00E+00,20,1.22588
40.792,15.5625,7.14E-02,97.82182,50,0.00E+00,20,1.22585
40.786,15.5675,7.12E-02,97.81818,50,0.00E+00,20,1.22586
40.783,15.5725,7.12E-02,97.81818,50,0.00E+00,20,1.22586
40.794,15.5775,7.13E-02,97.81818,50,0.00E+00,20,1.22585
40.799,15.5825,7.12E-02,97.81818,50,0.00E+00,20,1.22584
40.8,15.5875,7.13E-02,97.81818,50,0.00E+00,20,1.22584
40.807,15.5925,7.13E-02,97.81818,50,0.00E+00,20,1.22583
40.796,15.5975,7.14E-02,97.81455,50,0.00E+00,20,1.22584
40.793,15.6025,7.12E-02,97.81455,50,0.00E+00,20,1.22585
40.796,15.6075,7.11E-02,97.81455,50,0.00E+00,20,1.22584
40.825,15.6125,7.13E-02,97.81273,50,0.00E+00,20,1.2258
40.819,15.6175,7.14E-02,97.81273,50,0.00E+00,20,1.22581
40.816,15.6225,7.14E-02,97.81273,50,0.00E+00,20,1.22582
40.841,15.6275,7.13E-02,97.80909,50,0.00E+00,20,1.22578
40.837,15.6325,7.14E-02,97.80909,50,0.00E+00,20,1.22579
40.847,15.6375,7.13E-02,97.80727,50,0.00E+00,20,1.22577
40.848,15.6425,7.13E-02,97.80727,50,0.00E+00,20,1.22577
40.844,15.6475,7.13E-02,97.80545,50,0.00E+00,20,1.22578
40.86,15.6525,7.15E-02,97.80545,50,0.00E+00,20,1.22576
40.864,15.6575,7.12E-02,97.80545,50,0.00E+00,20,1.22575
40.857,15.6625,7.14E-02,97.80545,50,0.00E+00,20,1.22576
40.854,15.6675,7.14E-02,97.80364,50,0.00E+00,20,1.22576
40.874,15.6725,7.16E-02,97.80364,50,0.00E+00,20,1.22574
40.867,15.6775,7.14E-02,97.80364,50,0.00E+00,20,1.22575
40.884,15.6825,7.14E-02,97.80364,50,0.00E+00,20,1.22572
40.893,15.6875,7.14E-02,97.8,50,0.00E+00,20,1.22571
40.879,15.6925,7.14E-02,97.8,50,0.00E+00,20,1.22573
40.883,15.6975,7.15E-02,97.8,50,0.00E+00,20,1.22572
40.893,15.7025,7.14E-02,97.8,50,0.00E+00,20,1.22571
40.901,15.7075,7.15E-02,97.79636,50,0.00E+00,20,1.2257
40.898,15.7125,7.17E-02,97.79636,50,0.00E+00,20,1.2257
40.912,15.7175,7.16E-02,97.79273,50,0.00E+00,20,1.22568
40.908,15.7225,7.14E-02,97.79273,50,0.00E+00,20,1.22569
40.908,15.7275,7.16E-02,97.79273,50,0.00E+00,20,1.22569
40.926,15.7325,7.18E-02,97.79273,50,0.00E+00,20,1.22567
40.915,15.7375,7.15E-02,97.78909,50,0.00E+00,20,1.22568
40.928,15.7425,7.16E-02,97.78909,50,0.00E+00,20,1.22566
40.929,15.7475,7.17E-02,97.78909,50,0.00E+00,20,1.22566
40.932,15.7525,7.17E-02,97.78727,50,0.00E+00,20,1.22566
40.935,15.7575,7.18E-02,97.78727,50,0.00E+00,20,1.22565
40.933,15.7625,7.17E-02,97.78727,50,0.00E+00,20,1.22566
40.945,15.7675,7.18E-02,97.78727,50,0.00E+00,20,1.22564
40.963,15.7725,7.17E-02,97.78364,50,0.00E+00,20,1.22561
40.948,15.7775,7.19E-02,97.78364,50,0.00E+00,20,1.22564
40.967,15.7825,7.19E-02,97.78364,50,0.00E+00,20,1.22561
40.974,15.7875,7.19E-02,97.78182,50,0.00E+00,20,1.2256
40.975,15.7925,7.18E-02,97.78182,50,0.00E+00,20,1.2256
40.978,15.7975,7.19E-02,97.78182,50,0.00E+00,20,1.22559
40.989,15.8025,7.22E-02,97.77636,50,0.00E+00,20,1.22558
41,15.8075,7.21E-02,97.77636,50,0.00E+00,20,1.22556
40.999,15.8125,7.21E-02,97.77636,50,0.00E+00,20,1.22556
41.006,15.8175,7.21E-02,97.77636,50,0.00E+00,20,1.22556
41.018,15.8225,7.22E-02,97.77636,50,0.00E+00,20,1.22554
41.009,15.8275,7.21E-02,97.77636,50,0.00E+00,20,1.22555
41.015,15.8325,7.22E-02,97.77455,50,0.00E+00,20,1.22554
41.015,15.8375,7.22E-02,97.77455,50,0.00E+00,20,1.22554
41.016,15.8425,7.21E-02,97.77091,50,0.00E+00,20,1.22554
41.043,15.8475,7.22E-02,97.77091,50,0.00E+00,20,1.2255
41.016,15.8525,7.21E-02,97.76909,50,0.00E+00,20,1.22554
41.041,15.8575,7.22E-02,97.76727,50,0.00E+00,20,1.22551
41.034,15.8625,7.22E-02,97.76727,50,0.00E+00,20,1.22552
41.031,15.8675,7.23E-02,97.76727,50,0.00E+00,20,1.22552
41.033,15.8725,7.24E-02,97.76545,50,0.00E+00,20,1.22552
41.045,15.8775,7.24E-02,97.76545,50,0.00E+00,20,1.2255
41.064,15.8825,7.26E-02,97.76364,50,0.00E+00,20,1.22548
41.067,15.8875,7.26E-02,97.76364,50,0.00E+00,20,1.22547
41.073,15.8925,7.25E-02,97.76182,50,0.00E+00,20,1.22546
41.073,15.8975,7.25E-02,97.76182,50,0.00E+00,20,1.22546
41.074,15.9025,7.27E-02,97.76182,50,0.00E+00,20,1.22546
41.044,15.9075,7.25E-02,97.76,50,0.00E+00,20,1.2255
41.058,15.9125,7.25E-02,97.75636,50,0.00E+00,20,1.22548
41.064,15.9175,7.27E-02,97.75636,50,0.00E+00,20,1.22548
41.069,15.9225,7.28E-02,97.75636,50,0.00E+00,20,1.22547
41.079,15.9275,7.27E-02,97.75636,50,0.00E+00,20,1.22545
41.126,15.9325,7.28E-02,97.75636,50,0.00E+00,20,1.22539
41.147,15.9375,7.28E-02,97.75273,50,0.00E+00,20,1.22536
41.137,15.9425,7.29E-02,97.74909,50,0.00E+00,20,1.22537
41.167,15.9475,7.29E-02,97.74909,50,0.00E+00,20,1.22533
41.14,15.9525,7.29E-02,97.74909,50,0.00E+00,20,1.22537
41.166,15.9575,7.31E-02,97.74909,50,0.00E+00,20,1.22533
41.166,15.9625,7.31E-02,97.74727,50,0.00E+00,20,1.22533
41.18,15.9675,7.31E-02,97.74727,50,0.00E+00,20,1.22532
41.194,15.9725,7.30E-02,97.74727,50,0.00E+00,20,1.2253
41.208,15.9775,7.33E-02,97.74727,50,0.00E+00,20,1.22528
41.212,15.9825,7.34E-02,97.74364,50,0.00E+00,20,1.22527
41.21,15.9875,7.33E-02,97.74182,50,0.00E+00,20,1.22527
41.222,15.9925,7.34E-02,97.74182,50,0.00E+00,20,1.22526
41.217,15.9975,7.35E-02,97.74182,50,0.00E+00,20,1.22526
41.223,16.0025,7.36E-02,97.74,50,0.00E+00,20,1.22526
41.225,16.0075,7.35E-02,97.74,50,0.00E+00,20,1.22525
41.233,16.0125,7.35E-02,97.74,50,0.00E+00,20,1.22524
41.245,16.0175,7.35E-02,97.73818,50,0.00E+00,20,1.22523
41.241,16.0225,7.36E-02,97.73818,50,0.00E+00,20,1.22523
41.263,16.0275,7.36E-02,97.73818,50,0.00E+00,20,1.2252
41.254,16.0325,7.37E-02,97.73455,50,0.00E+00,20,1.22521
41.255,16.0375,7.37E-02,97.73455,50,0.00E+00,20,1.22521
41.28,16.0425,7.38E-02,97.73091,50,0.00E+00,20,1.22518
41.28,16.0475,7.39E-02,97.73091,50,0.00E+00,20,1.22518
41.278,16.0525,7.38E-02,97.73091,50,0.00E+00,20,1.22518
41.286,16.0575,7.39E-02,97.73091,50,0.00E+00,20,1.22517
41.309,16.0625,7.40E-02,97.73091,50,0.00E+00,20,1.22514
41.308,16.0675,7.41E-02,97.73091,50,0.00E+00,20,1.22514
41.316,16.0725,7.41E-02,97.73091,50,0.00E+00,20,1.22513
41.334,16.0775,7.42E-02,97.72364,50,0.00E+00,20,1.2251
41.346,16.0825,7.42E-02,97.72364,50,0.00E+00,20,1.22509
41.329,16.0875,7.42E-02,97.72364,50,0.00E+00,20,1.22511
41.377,16.0925,7.41E-02,97.72364,50,0.00E+00,20,1.22504
41.366,16.0975,7.42E-02,97.72364,50,0.00E+00,20,1.22506
41.372,16.1025,7.44E-02,97.72182,50,0.00E+00,20,1.22505
41.381,16.1075,7.44E-02,97.72182,50,0.00E+00,20,1.22504
41.377,16.1125,7.43E-02,97.72182,50,0.00E+00,20,1.22504
41.407,16.1175,7.46E-02,97.71818,50,0.00E+00,20,1.225
41.41,16.1225,7.47E-02,97.71818,50,0.00E+00,20,1.225
41.414,16.1275,7.49E-02,97.71818,50,0.00E+00,20,1.22499
41.427,16.1325,7.49E-02,97.71636,50,0.00E+00,20,1.22497
41.441,16.1375,7.48E-02,97.71455,50,0.00E+00,20,1.22496
41.453,16.1425,7.49E-02,97.71455,50,0.00E+00,20,1.22494
41.447,16.1475,7.50E-02,97.71455,50,0.00E+00,20,1.22495
41.456,16.1525,7.50E-02,97.71273,50,0.00E+00,20,1.22493
41.466,16.1575,7.51E-02,97.71091,50,0.00E+00,20,1.22492
41.481,16.1625,7.51E-02,97.71091,50,0.00E+00,20,1.2249
41.485,16.1675,7.53E-02,97.71091,50,0.00E+00,20,1.22489
41.492,16.1725,7.54E-02,97.71091,50,0.00E+00,20,1.22488
41.506,16.1775,7.53E-02,97.70727,50,0.00E+00,20,1.22487
41.511,16.1825,7.55E-02,97.70727,50,0.00E+00,20,1.22486
41.512,16.1875,7.54E-02,97.70727,50,0.00E+00,20,1.22486
41.536,16.1925,7.55E-02,97.70727,50,0.00E+00,20,1.22482
41.528,16.1975,7.57E-02,97.70545,50,0.00E+00,20,1.22484
41.553,16.2025,7.58E-02,97.70364,50,0.00E+00,20,1.2248
41.573,16.2075,7.57E-02,97.70364,50,0.00E+00,20,1.22477
41.564,16.2125,7.59E-02,97.70364,50,0.00E+00,20,1.22479
41.59,16.2175,7.59E-02,97.70364,50,0.00E+00,20,1.22475
41.582,16.2225,7.60E-02,97.69636,50,0.00E+00,20,1.22476
41.598,16.2275,7.60E-02,97.69636,50,0.00E+00,20,1.22474
41.603,16.2325,7.62E-02,97.69636,50,0.00E+00,20,1.22473
41.618,16.2375,7.60E-02,97.69636,50,0.00E+00,20,1.22471
41.626,16.2425,7.63E-02,97.69636,50,0.00E+00,20,1.2247
41.645,16.2475,7.65E-02,97.69636,50,0.00E+00,20,1.22467
41.635,16.2525,7.63E-02,97.69636,50,0.00E+00,20,1.22469
41.652,16.2575,7.64E-02,97.69636,50,0.00E+00,20,1.22466
41.657,16.2625,7.65E-02,97.68909,50,0.00E+00,20,1.22466
41.673,16.2675,7.67E-02,97.68909,50,0.00E+00,20,1.22464
41.682,16.2725,7.68E-02,97.68909,50,0.00E+00,20,1.22462
41.696,16.2775,7.69E-02,97.68909,50,0.00E+00,20,1.2246
41.703,16.2825,7.69E-02,97.68727,50,0.00E+00,20,1.22459
41.715,16.2875,7.69E-02,97.68727,50,0.00E+00,20,1.22458
41.728,16.2925,7.71E-02,97.68727,50,0.00E+00,20,1.22456
41.731,16.2975,7.71E-02,97.68727,50,0.00E+00,20,1.22456
41.745,16.3025,7.71E-02,97.68545,50,0.00E+00,20,1.22454
41.765,16.3075,7.72E-02,97.68182,50,0.00E+00,20,1.22451
41.777,16.3125,7.73E-02,97.68182,50,0.00E+00,20,1.22449
41.788,16.3175,7.74E-02,97.68182,50,0.00E+00,20,1.22448
41.786,16.3225,7.75E-02,97.68,50,0.00E+00,20,1.22448
41.807,16.3275,7.75E-02,97.68,50,0.00E+00,20,1.22445
41.809,16.3325,7.77E-02,97.68,50,0.00E+00,20,1.22445
41.826,16.3375,7.78E-02,97.68,50,0.00E+00,20,1.22442
41.832,16.3425,7.78E-02,97.67455,50,0.00E+00,20,1.22442
41.859,16.3475,7.79E-02,97.67455,50,0.00E+00,20,1.22438
41.845,16.3525,7.80E-02,97.67455,50,0.00E+00,20,1.2244
41.877,16.3575,7.81E-02,97.67455,50,0.00E+00,20,1.22435
41.881,16.3625,7.82E-02,97.67273,50,0.00E+00,20,1.22435
41.89,16.3675,7.83E-02,97.67091,50,0.00E+00,20,1.22434
41.916,16.3725,7.84E-02,97.67091,50,0.00E+00,20,1.2243
41.909,16.3775,7.84E-02,97.67091,50,0.00E+00,20,1.22431
41.917,16.3825,7.83E-02,97.66909,50,0.00E+00,20,1.2243
41.929,16.3875,7.85E-02,97.66909,50,0.00E+00,20,1.22428
41.952,16.3925,7.85E-02,97.66727,50,0.00E+00,20,1.22425
41.961,16.3975,7.86E-02,97.66364,50,0.00E+00,20,1.22424
41.963,16.4025,7.88E-02,97.66364,50,0.00E+00,20,1.22424
41.978,16.4075,7.89E-02,97.66,50,0.00E+00,20,1.22421
41.982,16.4125,7.90E-02,97.66,50,0.00E+00,20,1.22421
42.02,16.4175,7.92E-02,97.66,50,0.00E+00,20,1.22416
42.014,16.4225,7.93E-02,97.66,50,0.00E+00,20,1.22417
42.027,16.4275,7.94E-02,97.66,50,0.00E+00,20,1.22415
42.046,16.4325,7.96E-02,97.66,50,0.00E+00,20,1.22412
42.048,16.4375,7.96E-02,97.65636,50,0.00E+00,20,1.22412
42.056,16.4425,7.96E-02,97.65273,50,0.00E+00,20,1.22411
42.084,16.4475,7.97E-02,97.65273,50,0.00E+00,20,1.22407
42.097,16.4525,7.99E-02,97.65273,50,0.00E+00,20,1.22405
42.093,16.4575,8.00E-02,97.65273,50,0.00E+00,20,1.22406
42.105,16.4625,8.00E-02,97.65091,50,0.00E+00,20,1.22404
42.118,16.4675,8.02E-02,97.65091,50,0.00E+00,20,1.22402
42.145,16.4725,8.02E-02,97.65091,50,0.00E+00,20,1.22398
42.157,16.4775,8.04E-02,97.64909,50,0.00E+00,20,1.22397
42.168,16.4825,8.03E-02,97.64545,50,0.00E+00,20,1.22395
42.182,16.4875,8.05E-02,97.64545,50,0.00E+00,20,1.22393
42.182,16.4925,8.05E-02,97.64545,50,0.00E+00,20,1.22393
42.208,16.4975,8.06E-02,97.64364,50,0.00E+00,20,1.2239
42.213,16.5025,8.09E-02,97.64182,50,0.00E+00,20,1.22389
42.227,16.5075,8.09E-02,97.64182,50,0.00E+00,20,1.22387
42.241,16.5125,8.10E-02,97.64182,50,0.00E+00,20,1.22385
42.253,16.5175,8.12E-02,97.64,50,0.00E+00,20,1.22384
42.266,16.5225,8.12E-02,97.63636,50,0.00E+00,20,1.22382
42.282,16.5275,8.14E-02,97.63636,50,0.00E+00,20,1.2238
42.292,16.5325,8.15E-02,97.63636,50,0.00E+00,20,1.22378
42.296,16.5375,8.16E-02,97.63455,50,0.00E+00,20,1.22378
42.305,16.5425,8.17E-02,97.63455,50,0.00E+00,20,1.22376
42.317,16.5475,8.16E-02,97.63455,50,0.00E+00,20,1.22375
42.347,16.5525,8.18E-02,97.63455,50,0.00E+00,20,1.22371
42.357,16.5575,8.20E-02,97.63273,50,0.00E+00,20,1.22369
42.363,16.5625,8.22E-02,97.62909,50,0.00E+00,20,1.22368
42.38,16.5675,8.23E-02,97.62909,50,0.00E+00,20,1.22366
42.393,16.5725,8.23E-02,97.62727,50,0.00E+00,20,1.22364
42.389,16.5775,8.25E-02,97.62727,50,0.00E+00,20,1.22365
42.417,16.5825,8.26E-02,97.62727,50,0.00E+00,20,1.22361
42.435,16.5875,8.27E-02,97.62727,50,0.00E+00,20,1.22358
42.458,16.5925,8.26E-02,97.62364,50,0.00E+00,20,1.22355
42.468,16.5975,8.28E-02,97.62364,50,0.00E+00,20,1.22354
42.475,16.6025,8.31E-02,97.62,50,0.00E+00,20,1.22353
42.501,16.6075,8.31E-02,97.62,50,0.00E+00,20,1.22349
42.517,16.6125,8.32E-02,97.62,50,0.00E+00,20,1.22347
42.514,16.6175,8.33E-02,97.62,50,0.00E+00,20,1.22348
42.532,16.6225,8.34E-02,97.62,50,0.00E+00,20,1.22345
42.558,16.6275,8.35E-02,97.61636,50,0.00E+00,20,1.22342
42.553,16.6325,8.35E-02,97.61455,50,0.00E+00,20,1.22342
42.57,16.6375,8.35E-02,97.61455,50,0.00E+00,20,1.2234
42.596,16.6425,8.37E-02,97.61455,50,0.00E+00,20,1.22336
42.606,16.6475,8.39E-02,97.61273,50,0.00E+00,20,1.22335
42.625,16.6525,8.41E-02,97.61091,50,0.00E+00,20,1.22332
42.641,16.6575,8.42E-02,97.61091,50,0.00E+00,20,1.2233
42.647,16.6625,8.44E-02,97.60909,50,0.00E+00,20,1.22329
42.66,16.6675,8.44E-02,97.60909,50,0.00E+00,20,1.22327
42.694,16.6725,8.46E-02,97.60727,50,0.00E+00,20,1.22323
42.694,16.6775,8.47E-02,97.60727,50,0.00E+00,20,1.22323
42.708,16.6825,8.49E-02,97.60364,50,0.00E+00,20,1.22321
42.73,16.6875,8.50E-02,97.60364,50,0.00E+00,20,1.22318
42.742,16.6925,8.50E-02,97.60364,50,0.00E+00,20,1.22316
42.761,16.6975,8.52E-02,97.60182,50,0.00E+00,20,1.22314
42.759,16.7025,8.55E-02,97.60182,50,0.00E+00,20,1.22314
42.786,16.7075,8.56E-02,97.60182,50,0.00E+00,20,1.2231
42.812,16.7125,8.57E-02,97.59818,50,0.00E+00,20,1.22307
42.825,16.7175,8.57E-02,97.59455,50,0.00E+00,20,1.22305
42.828,16.7225,8.59E-02,97.59455,50,0.00E+00,20,1.22304
42.858,16.7275,8.61E-02,97.59455,50,0.00E+00,20,1.223
42.863,16.7325,8.63E-02,97.59455,50,0.00E+00,20,1.22299
42.883,16.7375,8.64E-02,97.59455,50,0.00E+00,20,1.22297
42.878,16.7425,8.66E-02,97.59455,50,0.00E+00,20,1.22297
42.919,16.7475,8.66E-02,97.59455,50,0.00E+00,20,1.22292
42.922,16.7525,8.66E-02,97.59091,50,0.00E+00,20,1.22291
42.933,16.7575,8.68E-02,97.58727,50,0.00E+00,20,1.2229
42.961,16.7625,8.68E-02,97.58727,50,0.00E+00,20,1.22286
42.978,16.7675,8.70E-02,97.58545,50,0.00E+00,20,1.22284
43.014,16.7725,8.71E-02,97.58545,50,0.00E+00,20,1.22279
43.004,16.7775,8.72E-02,97.58545,50,0.00E+00,20,1.2228
43.032,16.7825,8.74E-02,97.58545,50,0.00E+00,20,1.22276
