#FILE:                       ,A8%DC14; 30-1-2025.ngb-ds3         ,,,,,,,
#FORMAT:                     ,NETZSCH5                           ,,,,,,,
#IDENTITY:                   ,GEOPOLYMER PASTE                   ,,,,,,,
#DECIMAL:                    ,POINT                              ,,,,,,,
#SEPARATOR:                  ,COMMA                              ,,,,,,,
#MTYPE:                      ,DSC                                ,,,,,,,
#INSTRUMENT:                 ,Microlab TU Delft                  ,,,,,,,
#PROJECT:                    ,                                   ,,,,,,,
#DATE/TIME:                  ,31/01/2025 4:40:42 PM              ,,,,,,,
#CORR. FILE:                 ,Blank with cover; 13-1-2025.ngb-bs3,,,,,,,
#LABORATORY:                 ,TU Delft Micro Lab                 ,,,,,,,
#OPERATOR:                   ,Ahmed                              ,,,,,,,
#REMARK:                     ,under Argon atmosphere, 10K/min    ,,,,,,
#SAMPLE:                     ,A8%DC14                            ,,,,,,,
#SAMPLE MASS /mg:            ,32.8,,,,,,,
#MATERIAL:                   ,Geopolymer paste                   ,,,,,,,
#REFERENCE:                  ,blank                              ,,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,,
#TYPE OF CRUCIBLE:           ,DSC/TG pan Al2O3                   ,,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,,
#CORR. CODE:                 ,20,,,,,,,
#EXO:                        ,-1,,,,,,,
#RANGE:                      ,40/10.0(K/min)/1000                ,,,,,,,
#SEGMENT:                    ,S2/2                               ,,,,,,,
,,,,,,,,
##Temp./øC,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge1)/(ml/min),Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
523.37799,63.60083,-1.15558,75.3907,50,0.00E+00,20,-0.39109,0.69712
523.43103,63.60583,-1.15597,75.38874,50,0.00E+00,20,-0.39107,0.69708
523.47803,63.61083,-1.15593,75.38679,50,0.00E+00,20,-0.39102,0.69705
523.54102,63.61583,-1.1561,75.38483,50,0.00E+00,20,-0.39101,0.69701
523.57703,63.62083,-1.15628,75.38288,50,0.00E+00,20,-0.39107,0.69698
523.63098,63.62583,-1.1562,75.38093,50,0.00E+00,20,-0.39119,0.69694
523.67798,63.63083,-1.15626,75.37897,50,0.00E+00,20,-0.39129,0.69691
523.72601,63.63583,-1.15631,75.37701,50,0.00E+00,20,-0.39129,0.69688
523.77698,63.64083,-1.1564,75.37505,50,0.00E+00,20,-0.39119,0.69684
523.82501,63.64583,-1.15653,75.37309,50,0.00E+00,20,-0.39108,0.69681
523.88702,63.65083,-1.15676,75.37115,50,0.00E+00,20,-0.39103,0.69677
523.92999,63.65583,-1.15731,75.36919,50,0.00E+00,20,-0.39107,0.69674
523.97998,63.66083,-1.15754,75.36723,50,0.00E+00,20,-0.39116,0.6967
524.021,63.66583,-1.15748,75.36527,50,0.00E+00,20,-0.39123,0.69667
524.07898,63.67083,-1.15758,75.36332,50,0.00E+00,20,-0.39123,0.69663
524.11798,63.67583,-1.1577,75.36136,50,0.00E+00,20,-0.39116,0.69661
524.18201,63.68083,-1.15774,75.35941,50,0.00E+00,20,-0.39104,0.69656
524.22302,63.68583,-1.15785,75.35745,50,0.00E+00,20,-0.39096,0.69654
524.27399,63.69083,-1.15781,75.3555,50,0.00E+00,20,-0.39094,0.6965
524.328,63.69584,-1.15804,75.35355,50,0.00E+00,20,-0.39102,0.69646
524.37701,63.70083,-1.15819,75.35159,50,0.00E+00,20,-0.39116,0.69643
524.43597,63.70583,-1.15849,75.34963,50,0.00E+00,20,-0.39128,0.69639
524.47998,63.71083,-1.15858,75.34768,50,0.00E+00,20,-0.39134,0.69636
524.53198,63.71583,-1.15864,75.34572,50,0.00E+00,20,-0.39129,0.69632
524.58002,63.72083,-1.15886,75.34376,50,0.00E+00,20,-0.39116,0.69629
524.62903,63.72583,-1.15905,75.34181,50,0.00E+00,20,-0.39101,0.69626
524.67798,63.73083,-1.15911,75.33985,50,0.00E+00,20,-0.39093,0.69622
524.73499,63.73583,-1.1591,75.3379,50,0.00E+00,20,-0.39091,0.69618
524.79602,63.74083,-1.15921,75.33594,50,0.00E+00,20,-0.39095,0.69614
524.83899,63.74583,-1.15926,75.33399,50,0.00E+00,20,-0.391,0.69611
524.88599,63.75083,-1.15948,75.33203,50,0.00E+00,20,-0.39105,0.69608
524.922,63.75583,-1.15969,75.33008,50,0.00E+00,20,-0.39108,0.69605
524.97803,63.76083,-1.15992,75.32812,50,0.00E+00,20,-0.39106,0.69602
525.02802,63.76583,-1.16004,75.32617,50,0.00E+00,20,-0.39101,0.69598
525.08398,63.77083,-1.16027,75.32421,50,0.00E+00,20,-0.39096,0.69594
525.125,63.77583,-1.16045,75.32226,50,0.00E+00,20,-0.39097,0.69591
525.16901,63.78083,-1.1605,75.32031,50,0.00E+00,20,-0.39104,0.69588
525.22198,63.78583,-1.16067,75.31835,50,0.00E+00,20,-0.39111,0.69585
525.27301,63.79083,-1.16076,75.31639,50,0.00E+00,20,-0.39113,0.69581
525.33099,63.79583,-1.16086,75.31444,50,0.00E+00,20,-0.39108,0.69577
525.383,63.80083,-1.16092,75.31248,50,0.00E+00,20,-0.39098,0.69574
525.42999,63.80583,-1.16084,75.31053,50,0.00E+00,20,-0.39089,0.6957
525.479,63.81083,-1.16096,75.30857,50,0.00E+00,20,-0.39085,0.69567
525.53101,63.81583,-1.16119,75.30662,50,0.00E+00,20,-0.39083,0.69564
525.58398,63.82084,-1.16135,75.30466,50,0.00E+00,20,-0.39081,0.6956
525.63,63.82583,-1.16177,75.30271,50,0.00E+00,20,-0.39076,0.69557
525.68103,63.83083,-1.16193,75.30075,50,0.00E+00,20,-0.3907,0.69553
525.72998,63.83583,-1.16198,75.29881,50,0.00E+00,20,-0.39067,0.6955
525.78497,63.84083,-1.16208,75.29685,50,0.00E+00,20,-0.39069,0.69546
525.828,63.84583,-1.1623,75.2949,50,0.00E+00,20,-0.39073,0.69543
525.87598,63.85083,-1.16252,75.29294,50,0.00E+00,20,-0.39079,0.6954
525.935,63.85583,-1.16255,75.29099,50,0.00E+00,20,-0.39085,0.69536
525.98297,63.86083,-1.16278,75.28903,50,0.00E+00,20,-0.39088,0.69532
526.01599,63.86583,-1.16278,75.28708,50,0.00E+00,20,-0.39089,0.6953
526.07501,63.87083,-1.16295,75.28512,50,0.00E+00,20,-0.39086,0.69526
526.12097,63.87583,-1.16307,75.28317,50,0.00E+00,20,-0.39084,0.69523
526.17603,63.88083,-1.1632,75.28122,50,0.00E+00,20,-0.39084,0.69519
526.21899,63.88583,-1.16315,75.27927,50,0.00E+00,20,-0.39087,0.69516
526.27002,63.89083,-1.16337,75.27731,50,0.00E+00,20,-0.3909,0.69513
526.32397,63.89583,-1.1635,75.27535,50,0.00E+00,20,-0.39094,0.69509
526.37097,63.90083,-1.16359,75.2734,50,0.00E+00,20,-0.391,0.69506
526.41602,63.90583,-1.16371,75.27145,50,0.00E+00,20,-0.3911,0.69503
526.46399,63.91083,-1.16376,75.26949,50,0.00E+00,20,-0.39121,0.695
526.53198,63.91583,-1.16391,75.26753,50,0.00E+00,20,-0.39131,0.69495
526.573,63.92083,-1.16392,75.26557,50,0.00E+00,20,-0.39135,0.69492
526.62903,63.92583,-1.16415,75.26361,50,0.00E+00,20,-0.39136,0.69488
526.68201,63.93083,-1.16425,75.26166,50,0.00E+00,20,-0.39141,0.69485
526.73401,63.93583,-1.16427,75.25971,50,0.00E+00,20,-0.39155,0.69481
526.77197,63.94083,-1.16425,75.25775,50,0.00E+00,20,-0.39174,0.69478
526.823,63.94584,-1.16424,75.25578,50,0.00E+00,20,-0.39191,0.69475
526.86603,63.95083,-1.16429,75.25383,50,0.00E+00,20,-0.39199,0.69472
526.92102,63.95583,-1.16439,75.25186,50,0.00E+00,20,-0.39195,0.69468
526.97302,63.96083,-1.16451,75.2499,50,0.00E+00,20,-0.39182,0.69465
527.02301,63.96583,-1.1646,75.24794,50,0.00E+00,20,-0.39167,0.69461
527.08502,63.97083,-1.16484,75.24599,50,0.00E+00,20,-0.39154,0.69457
527.12201,63.97583,-1.16495,75.24403,50,0.00E+00,20,-0.3915,0.69454
527.17499,63.98083,-1.16515,75.24208,50,0.00E+00,20,-0.39152,0.69451
527.22101,63.98583,-1.1652,75.24012,50,0.00E+00,20,-0.39159,0.69448
527.26898,63.99083,-1.16519,75.23816,50,0.00E+00,20,-0.39165,0.69444
527.323,63.99583,-1.16532,75.2362,50,0.00E+00,20,-0.39169,0.69441
527.37201,64.00083,-1.16544,75.23424,50,0.00E+00,20,-0.39169,0.69437
527.42102,64.00584,-1.1655,75.23228,50,0.00E+00,20,-0.39167,0.69434
527.466,64.01083,-1.16552,75.23033,50,0.00E+00,20,-0.39166,0.69431
527.51398,64.01583,-1.16567,75.22837,50,0.00E+00,20,-0.39165,0.69428
527.573,64.02084,-1.16574,75.22641,50,0.00E+00,20,-0.39161,0.69424
527.61798,64.02583,-1.16572,75.22445,50,0.00E+00,20,-0.39153,0.69421
527.672,64.03083,-1.16579,75.22249,50,0.00E+00,20,-0.39145,0.69417
527.71802,64.03584,-1.1659,75.22054,50,0.00E+00,20,-0.39143,0.69414
527.76898,64.04083,-1.1661,75.21858,50,0.00E+00,20,-0.39149,0.6941
527.81201,64.04583,-1.16621,75.21663,50,0.00E+00,20,-0.39158,0.69407
527.87903,64.05083,-1.16639,75.21466,50,0.00E+00,20,-0.39165,0.69403
527.90802,64.05583,-1.16626,75.21271,50,0.00E+00,20,-0.39167,0.69401
527.96503,64.06084,-1.16632,75.21075,50,0.00E+00,20,-0.39163,0.69397
528.00403,64.06583,-1.1664,75.20879,50,0.00E+00,20,-0.39157,0.69394
528.06799,64.07083,-1.16634,75.20683,50,0.00E+00,20,-0.39155,0.6939
528.12,64.07584,-1.16643,75.20488,50,0.00E+00,20,-0.39156,0.69386
528.17102,64.08083,-1.16656,75.20292,50,0.00E+00,20,-0.39158,0.69383
528.21802,64.08583,-1.16671,75.20096,50,0.00E+00,20,-0.3916,0.6938
528.27301,64.09084,-1.16654,75.199,50,0.00E+00,20,-0.39161,0.69376
528.31799,64.09583,-1.16666,75.19704,50,0.00E+00,20,-0.39165,0.69373
528.362,64.10083,-1.16685,75.19508,50,0.00E+00,20,-0.39173,0.6937
528.41302,64.10583,-1.16684,75.19313,50,0.00E+00,20,-0.39181,0.69366
528.46698,64.11083,-1.167,75.19116,50,0.00E+00,20,-0.39185,0.69363
528.51599,64.11584,-1.16719,75.1892,50,0.00E+00,20,-0.39182,0.69359
528.56,64.12083,-1.16731,75.18724,50,0.00E+00,20,-0.39179,0.69356
528.61499,64.12583,-1.16747,75.18529,50,0.00E+00,20,-0.3918,0.69352
528.66199,64.13084,-1.16763,75.18333,50,0.00E+00,20,-0.39184,0.69349
528.70801,64.13583,-1.16785,75.18137,50,0.00E+00,20,-0.39189,0.69346
528.76599,64.14083,-1.16798,75.17941,50,0.00E+00,20,-0.39186,0.69342
528.81403,64.14584,-1.16797,75.17745,50,0.00E+00,20,-0.39173,0.69339
528.862,64.15083,-1.16819,75.17549,50,0.00E+00,20,-0.39153,0.69336
528.901,64.15583,-1.16824,75.17353,50,0.00E+00,20,-0.3913,0.69333
528.96698,64.16084,-1.16828,75.17158,50,0.00E+00,20,-0.39113,0.69328
529.00897,64.16583,-1.16829,75.16963,50,0.00E+00,20,-0.39104,0.69326
529.05499,64.17083,-1.16828,75.16767,50,0.00E+00,20,-0.39101,0.69322
529.11499,64.17583,-1.16828,75.16571,50,0.00E+00,20,-0.39101,0.69318
529.16498,64.18083,-1.1683,75.16376,50,0.00E+00,20,-0.39101,0.69315
529.21802,64.18584,-1.1684,75.1618,50,0.00E+00,20,-0.39101,0.69311
529.26099,64.19083,-1.16848,75.15985,50,0.00E+00,20,-0.39105,0.69308
529.30499,64.19583,-1.1686,75.1579,50,0.00E+00,20,-0.39109,0.69305
529.36401,64.20084,-1.1687,75.15594,50,0.00E+00,20,-0.39111,0.69301
529.40198,64.20583,-1.16861,75.15398,50,0.00E+00,20,-0.39108,0.69299
529.45398,64.21083,-1.16887,75.15203,50,0.00E+00,20,-0.391,0.69295
529.49701,64.21584,-1.16895,75.15007,50,0.00E+00,20,-0.39091,0.69292
529.55701,64.22083,-1.16909,75.14812,50,0.00E+00,20,-0.39085,0.69288
529.59399,64.22583,-1.16933,75.14616,50,0.00E+00,20,-0.39085,0.69286
529.64502,64.23083,-1.16932,75.14421,50,0.00E+00,20,-0.39091,0.69282
529.70001,64.23583,-1.16942,75.14226,50,0.00E+00,20,-0.39105,0.69279
529.74402,64.24084,-1.16961,75.1403,50,0.00E+00,20,-0.39126,0.69276
529.79199,64.24583,-1.16986,75.13835,50,0.00E+00,20,-0.39151,0.69272
529.84003,64.25083,-1.16998,75.13639,50,0.00E+00,20,-0.39174,0.69269
529.888,64.25584,-1.17007,75.13443,50,0.00E+00,20,-0.39191,0.69266
529.93402,64.26083,-1.17016,75.13247,50,0.00E+00,20,-0.39204,0.69263
529.98602,64.26583,-1.17002,75.13051,50,0.00E+00,20,-0.39213,0.69259
530.03699,64.27084,-1.16998,75.12855,50,0.00E+00,20,-0.3922,0.69256
530.091,64.27583,-1.17011,75.12658,50,0.00E+00,20,-0.39223,0.69252
530.138,64.28083,-1.17019,75.12462,50,0.00E+00,20,-0.39221,0.69249
530.19202,64.28584,-1.17022,75.12266,50,0.00E+00,20,-0.39216,0.69245
530.24799,64.29083,-1.17022,75.1207,50,0.00E+00,20,-0.39214,0.69241
530.28699,64.29583,-1.17026,75.11874,50,0.00E+00,20,-0.39216,0.69239
530.33002,64.30083,-1.17038,75.11678,50,0.00E+00,20,-0.39221,0.69236
530.38202,64.30583,-1.17051,75.11482,50,0.00E+00,20,-0.39223,0.69232
530.43597,64.31084,-1.17057,75.11285,50,0.00E+00,20,-0.3922,0.69229
530.49298,64.31583,-1.17063,75.11089,50,0.00E+00,20,-0.39215,0.69225
530.52899,64.32083,-1.17111,75.10893,50,0.00E+00,20,-0.39209,0.69222
530.58197,64.32584,-1.17124,75.10697,50,0.00E+00,20,-0.39206,0.69219
530.63098,64.33083,-1.1712,75.10501,50,0.00E+00,20,-0.39205,0.69215
530.68597,64.33583,-1.17126,75.10305,50,0.00E+00,20,-0.39205,0.69212
530.745,64.34084,-1.17129,75.10109,50,0.00E+00,20,-0.39205,0.69208
530.77899,64.34583,-1.17133,75.09913,50,0.00E+00,20,-0.39205,0.69205
530.83197,64.35083,-1.17146,75.09717,50,0.00E+00,20,-0.39205,0.69202
530.89502,64.35583,-1.1715,75.09521,50,0.00E+00,20,-0.39206,0.69197
530.94397,64.36083,-1.17166,75.09325,50,0.00E+00,20,-0.3921,0.69194
530.98199,64.36584,-1.17177,75.09129,50,0.00E+00,20,-0.39216,0.69192
531.039,64.37083,-1.1719,75.08933,50,0.00E+00,20,-0.39225,0.69188
531.08502,64.37583,-1.17202,75.08737,50,0.00E+00,20,-0.39233,0.69185
531.14001,64.38084,-1.17205,75.08541,50,0.00E+00,20,-0.39236,0.69181
531.177,64.38583,-1.17216,75.08344,50,0.00E+00,20,-0.39233,0.69178
531.23901,64.39083,-1.1722,75.08148,50,0.00E+00,20,-0.39225,0.69174
531.271,64.39584,-1.17243,75.07952,50,0.00E+00,20,-0.39218,0.69172
531.32501,64.40083,-1.17263,75.07756,50,0.00E+00,20,-0.39216,0.69168
531.37701,64.40583,-1.17252,75.0756,50,0.00E+00,20,-0.39221,0.69165
531.42798,64.41084,-1.17268,75.07364,50,0.00E+00,20,-0.39233,0.69161
531.47302,64.41583,-1.17263,75.07168,50,0.00E+00,20,-0.3925,0.69158
531.51801,64.42083,-1.17295,75.06972,50,0.00E+00,20,-0.39263,0.69155
531.56799,64.42583,-1.17294,75.06775,50,0.00E+00,20,-0.39267,0.69152
531.61798,64.43083,-1.173,75.06578,50,0.00E+00,20,-0.39259,0.69148
531.66901,64.43584,-1.17296,75.06382,50,0.00E+00,20,-0.39242,0.69145
531.72302,64.44083,-1.17316,75.06186,50,0.00E+00,20,-0.39224,0.69141
531.771,64.44583,-1.17324,75.0599,50,0.00E+00,20,-0.39214,0.69138
531.828,64.45084,-1.17348,75.05795,50,0.00E+00,20,-0.39211,0.69134
531.86499,64.45583,-1.17366,75.05598,50,0.00E+00,20,-0.39209,0.69132
531.91901,64.46083,-1.17365,75.05402,50,0.00E+00,20,-0.39201,0.69128
531.97699,64.46584,-1.17382,75.05206,50,0.00E+00,20,-0.39184,0.69124
532.03601,64.47083,-1.17399,75.0501,50,0.00E+00,20,-0.39163,0.6912
532.06799,64.47583,-1.17402,75.04814,50,0.00E+00,20,-0.39147,0.69118
532.12701,64.48083,-1.17423,75.04619,50,0.00E+00,20,-0.39143,0.69114
532.16901,64.48583,-1.17404,75.04423,50,0.00E+00,20,-0.39148,0.69111
532.216,64.49084,-1.17433,75.04228,50,0.00E+00,20,-0.39158,0.69108
532.26801,64.49583,-1.17429,75.04031,50,0.00E+00,20,-0.39165,0.69104
532.32001,64.50083,-1.17435,75.03836,50,0.00E+00,20,-0.39165,0.69101
532.36499,64.50584,-1.17446,75.0364,50,0.00E+00,20,-0.39156,0.69098
532.41199,64.51083,-1.17449,75.03444,50,0.00E+00,20,-0.3914,0.69095
532.46399,64.51583,-1.17465,75.03248,50,0.00E+00,20,-0.39123,0.69091
532.51898,64.52084,-1.17484,75.03053,50,0.00E+00,20,-0.39108,0.69087
532.565,64.52583,-1.17476,75.02857,50,0.00E+00,20,-0.39098,0.69084
532.61401,64.53083,-1.17482,75.02662,50,0.00E+00,20,-0.39098,0.69081
532.66498,64.53584,-1.17494,75.02467,50,0.00E+00,20,-0.39105,0.69078
532.71899,64.54083,-1.17517,75.02271,50,0.00E+00,20,-0.39116,0.69074
532.76099,64.54583,-1.17522,75.02075,50,0.00E+00,20,-0.39125,0.69071
532.81097,64.55083,-1.17528,75.0188,50,0.00E+00,20,-0.39129,0.69068
532.86102,64.55583,-1.17541,75.01684,50,0.00E+00,20,-0.39128,0.69064
532.91101,64.56084,-1.17566,75.01489,50,0.00E+00,20,-0.39126,0.69061
532.96503,64.56583,-1.17559,75.01293,50,0.00E+00,20,-0.39125,0.69057
533.008,64.57083,-1.17574,75.01097,50,0.00E+00,20,-0.39125,0.69054
533.06201,64.57584,-1.17604,75.00901,50,0.00E+00,20,-0.39124,0.69051
533.11401,64.58083,-1.17647,75.00706,50,0.00E+00,20,-0.39121,0.69047
533.159,64.58583,-1.17642,75.0051,50,0.00E+00,20,-0.39119,0.69044
533.216,64.59084,-1.17665,75.00315,50,0.00E+00,20,-0.39118,0.6904
533.26099,64.59583,-1.17711,75.00119,50,0.00E+00,20,-0.39118,0.69037
533.32202,64.60083,-1.17718,74.99924,50,0.00E+00,20,-0.39117,0.69033
533.36401,64.60583,-1.17726,74.99728,50,0.00E+00,20,-0.39114,0.6903
533.40698,64.61083,-1.17751,74.99532,50,0.00E+00,20,-0.39112,0.69028
533.45801,64.61584,-1.17751,74.99337,50,0.00E+00,20,-0.3911,0.69024
533.51001,64.62083,-1.17757,74.99142,50,0.00E+00,20,-0.39109,0.69021
533.55701,64.62583,-1.17772,74.98946,50,0.00E+00,20,-0.39105,0.69017
533.612,64.63084,-1.17768,74.9875,50,0.00E+00,20,-0.39095,0.69014
533.65198,64.63583,-1.17783,74.98554,50,0.00E+00,20,-0.39084,0.69011
533.70203,64.64083,-1.17799,74.9836,50,0.00E+00,20,-0.39075,0.69008
533.75201,64.64584,-1.17808,74.98164,50,0.00E+00,20,-0.39071,0.69004
533.79901,64.65083,-1.17817,74.97969,50,0.00E+00,20,-0.3907,0.69001
533.849,64.65583,-1.17836,74.97773,50,0.00E+00,20,-0.39069,0.68998
533.901,64.66084,-1.17845,74.97578,50,0.00E+00,20,-0.39069,0.68994
533.94897,64.66583,-1.17861,74.97382,50,0.00E+00,20,-0.39069,0.68991
533.99402,64.67083,-1.17873,74.97188,50,0.00E+00,20,-0.3907,0.68988
534.05103,64.67583,-1.179,74.96992,50,0.00E+00,20,-0.39067,0.68984
534.09998,64.68083,-1.17915,74.96796,50,0.00E+00,20,-0.39057,0.68981
534.14899,64.68584,-1.17887,74.96601,50,0.00E+00,20,-0.39043,0.68978
534.20001,64.69083,-1.17893,74.96406,50,0.00E+00,20,-0.3903,0.68974
534.24799,64.69583,-1.17912,74.96211,50,0.00E+00,20,-0.39022,0.68971
534.30402,64.70084,-1.17956,74.96016,50,0.00E+00,20,-0.39023,0.68967
534.34302,64.70583,-1.17967,74.95821,50,0.00E+00,20,-0.39028,0.68965
534.39502,64.71083,-1.17983,74.95626,50,0.00E+00,20,-0.39033,0.68961
534.44897,64.71584,-1.1804,74.95431,50,0.00E+00,20,-0.39036,0.68957
534.50598,64.72083,-1.18013,74.95235,50,0.00E+00,20,-0.39038,0.68954
534.54498,64.72583,-1.18024,74.9504,50,0.00E+00,20,-0.3904,0.68951
534.59302,64.73083,-1.1804,74.94845,50,0.00E+00,20,-0.39043,0.68948
534.64203,64.73583,-1.18049,74.9465,50,0.00E+00,20,-0.39046,0.68944
534.68799,64.74084,-1.18071,74.94455,50,0.00E+00,20,-0.39048,0.68941
534.73798,64.74583,-1.18077,74.94259,50,0.00E+00,20,-0.39049,0.68938
534.79797,64.75083,-1.181,74.94064,50,0.00E+00,20,-0.39048,0.68934
534.84003,64.75584,-1.18102,74.93869,50,0.00E+00,20,-0.39043,0.68931
534.896,64.76083,-1.18118,74.93673,50,0.00E+00,20,-0.39038,0.68927
534.94299,64.76583,-1.18117,74.93478,50,0.00E+00,20,-0.39032,0.68924
534.99902,64.77084,-1.18147,74.93284,50,0.00E+00,20,-0.39028,0.6892
535.03998,64.77583,-1.18165,74.93088,50,0.00E+00,20,-0.39026,0.68918
535.09198,64.78083,-1.18188,74.92893,50,0.00E+00,20,-0.39025,0.68914
535.13501,64.78584,-1.182,74.92698,50,0.00E+00,20,-0.39024,0.68911
535.19702,64.79083,-1.18221,74.92503,50,0.00E+00,20,-0.39019,0.68907
535.24298,64.79583,-1.18236,74.92308,50,0.00E+00,20,-0.39009,0.68904
535.29401,64.80083,-1.18245,74.92112,50,0.00E+00,20,-0.38995,0.68901
535.34198,64.80583,-1.18268,74.91918,50,0.00E+00,20,-0.3898,0.68897
535.39697,64.81084,-1.18281,74.91723,50,0.00E+00,20,-0.38968,0.68894
535.44202,64.81583,-1.18299,74.91528,50,0.00E+00,20,-0.3896,0.68891
535.48602,64.82083,-1.18311,74.91333,50,0.00E+00,20,-0.38954,0.68888
535.53699,64.82584,-1.18341,74.91139,50,0.00E+00,20,-0.38949,0.68884
535.59003,64.83083,-1.18354,74.90944,50,0.00E+00,20,-0.38941,0.68881
535.65002,64.83583,-1.18398,74.90749,50,0.00E+00,20,-0.38929,0.68877
535.69299,64.84084,-1.18406,74.90554,50,0.00E+00,20,-0.38914,0.68874
535.73798,64.84583,-1.18418,74.9036,50,0.00E+00,20,-0.38902,0.68871
535.78101,64.85083,-1.1844,74.90165,50,0.00E+00,20,-0.38896,0.68868
535.83197,64.85583,-1.18459,74.89971,50,0.00E+00,20,-0.38897,0.68865
535.88098,64.86083,-1.18478,74.89777,50,0.00E+00,20,-0.38903,0.68861
535.93799,64.86584,-1.18495,74.89582,50,0.00E+00,20,-0.38908,0.68858
535.995,64.87083,-1.18505,74.89387,50,0.00E+00,20,-0.38911,0.68854
536.04102,64.87583,-1.18524,74.89193,50,0.00E+00,20,-0.38912,0.68851
536.099,64.88084,-1.18524,74.88999,50,0.00E+00,20,-0.38913,0.68847
536.15002,64.88583,-1.18553,74.88804,50,0.00E+00,20,-0.38912,0.68843
536.18103,64.89083,-1.1857,74.88609,50,0.00E+00,20,-0.38911,0.68841
536.24298,64.89584,-1.18594,74.88415,50,0.00E+00,20,-0.38907,0.68837
536.28601,64.90083,-1.18609,74.8822,50,0.00E+00,20,-0.38898,0.68834
536.33398,64.90583,-1.18628,74.88026,50,0.00E+00,20,-0.38884,0.68831
536.38702,64.91084,-1.18635,74.87831,50,0.00E+00,20,-0.38867,0.68827
536.43903,64.91583,-1.18657,74.87637,50,0.00E+00,20,-0.38852,0.68824
536.492,64.92083,-1.18677,74.87443,50,0.00E+00,20,-0.38842,0.6882
536.53998,64.92583,-1.18689,74.87249,50,0.00E+00,20,-0.3884,0.68817
536.58801,64.93083,-1.18705,74.87054,50,0.00E+00,20,-0.38843,0.68814
536.64099,64.93584,-1.18711,74.8686,50,0.00E+00,20,-0.38845,0.6881
536.68402,64.94083,-1.1877,74.86666,50,0.00E+00,20,-0.38845,0.68808
536.74103,64.94583,-1.18794,74.86472,50,0.00E+00,20,-0.38842,0.68804
536.79303,64.95084,-1.18807,74.86277,50,0.00E+00,20,-0.38837,0.688
536.83899,64.95583,-1.18832,74.86083,50,0.00E+00,20,-0.38831,0.68797
536.88397,64.96083,-1.18844,74.85889,50,0.00E+00,20,-0.38826,0.68794
536.93903,64.96584,-1.18844,74.85695,50,0.00E+00,20,-0.38818,0.68791
536.98401,64.97083,-1.18859,74.85501,50,0.00E+00,20,-0.38806,0.68788
537.03302,64.97583,-1.18865,74.85307,50,0.00E+00,20,-0.38792,0.68784
537.09302,64.98083,-1.18868,74.85113,50,0.00E+00,20,-0.38777,0.6878
537.13501,64.98583,-1.1891,74.84919,50,0.00E+00,20,-0.38767,0.68777
537.185,64.99084,-1.18923,74.84726,50,0.00E+00,20,-0.38759,0.68774
537.23999,64.99583,-1.18933,74.84531,50,0.00E+00,20,-0.38753,0.6877
537.297,65.00083,-1.18942,74.84338,50,0.00E+00,20,-0.38748,0.68767
537.336,65.00584,-1.18974,74.84144,50,0.00E+00,20,-0.38744,0.68764
537.37903,65.01083,-1.18993,74.83951,50,0.00E+00,20,-0.38736,0.68761
537.427,65.01583,-1.18995,74.83756,50,0.00E+00,20,-0.38723,0.68758
537.474,65.02084,-1.19004,74.83563,50,0.00E+00,20,-0.38706,0.68755
537.52301,65.02583,-1.19026,74.83369,50,0.00E+00,20,-0.38691,0.68752
537.58398,65.03083,-1.19064,74.83177,50,0.00E+00,20,-0.38684,0.68747
537.62299,65.03584,-1.19082,74.82983,50,0.00E+00,20,-0.38685,0.68745
537.67902,65.04083,-1.19115,74.8279,50,0.00E+00,20,-0.38687,0.68741
537.72101,65.04583,-1.19161,74.82596,50,0.00E+00,20,-0.38685,0.68738
537.77802,65.05083,-1.19184,74.82403,50,0.00E+00,20,-0.38677,0.68735
537.83398,65.05583,-1.19204,74.82209,50,0.00E+00,20,-0.38669,0.68731
537.89099,65.06084,-1.19207,74.82016,50,0.00E+00,20,-0.38663,0.68727
537.93903,65.06583,-1.19243,74.81823,50,0.00E+00,20,-0.38662,0.68724
537.98499,65.07083,-1.19259,74.81629,50,0.00E+00,20,-0.38662,0.68721
538.03497,65.07584,-1.19271,74.81436,50,0.00E+00,20,-0.38664,0.68717
538.08002,65.08083,-1.19283,74.81243,50,0.00E+00,20,-0.38667,0.68714
538.12799,65.08583,-1.19316,74.8105,50,0.00E+00,20,-0.38672,0.68711
538.18903,65.09084,-1.1935,74.80856,50,0.00E+00,20,-0.38678,0.68707
538.24402,65.09583,-1.19367,74.80663,50,0.00E+00,20,-0.38679,0.68703
538.28802,65.10083,-1.19375,74.80469,50,0.00E+00,20,-0.38673,0.68701
538.33301,65.10583,-1.19397,74.80276,50,0.00E+00,20,-0.38662,0.68698
538.37903,65.11083,-1.19416,74.80082,50,0.00E+00,20,-0.38652,0.68694
538.435,65.11584,-1.19433,74.79889,50,0.00E+00,20,-0.38648,0.68691
538.487,65.12083,-1.19452,74.79696,50,0.00E+00,20,-0.38652,0.68687
538.54401,65.12583,-1.19483,74.79503,50,0.00E+00,20,-0.38661,0.68683
