#FILE:                       ,A8%DC14; 30-1-2025.ngb-ds3         ,,,,,,,
#FORMAT:                     ,NETZSCH5                           ,,,,,,,
#IDENTITY:                   ,GEOPOLYMER PASTE                   ,,,,,,,
#DECIMAL:                    ,POINT                              ,,,,,,,
#SEPARATOR:                  ,COMMA                              ,,,,,,,
#MTYPE:                      ,DSC                                ,,,,,,,
#INSTRUMENT:                 ,Microlab TU Delft                  ,,,,,,,
#PROJECT:                    ,                                   ,,,,,,,
#DATE/TIME:                  ,31/01/2025 4:40:42 PM              ,,,,,,,
#CORR. FILE:                 ,Blank with cover; 13-1-2025.ngb-bs3,,,,,,,
#LABORATORY:                 ,TU Delft Micro Lab                 ,,,,,,,
#OPERATOR:                   ,Ahmed                              ,,,,,,,
#REMARK:                     ,under Argon atmosphere, 10K/min    ,,,,,,
#SAMPLE:                     ,A8%DC14                            ,,,,,,,
#SAMPLE MASS /mg:            ,32.8,,,,,,,
#MATERIAL:                   ,Geopolymer paste                   ,,,,,,,
#REFERENCE:                  ,blank                              ,,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,,
#TYPE OF CRUCIBLE:           ,DSC/TG pan Al2O3                   ,,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,,
#CORR. CODE:                 ,20,,,,,,,
#EXO:                        ,-1,,,,,,,
#RANGE:                      ,40/10.0(K/min)/1000                ,,,,,,,
#SEGMENT:                    ,S2/2                               ,,,,,,,
,,,,,,,,
##Temp./øC,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge1)/(ml/min),Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
50.407,18.32583,-4.59E-02,92.77021,50,0.00E+00,20,-0.11865,1.2126
50.423,18.33083,-4.58E-02,92.76962,50,0.00E+00,20,-0.11816,1.21258
50.423,18.33583,-4.59E-02,92.76903,50,0.00E+00,20,-0.11764,1.21258
50.426,18.34083,-4.63E-02,92.76844,50,0.00E+00,20,-0.11712,1.21257
50.423,18.34583,-4.63E-02,92.76786,50,0.00E+00,20,-0.11663,1.21258
50.438,18.35083,-4.64E-02,92.76728,50,0.00E+00,20,-0.11617,1.21256
50.444,18.35583,-4.64E-02,92.7667,50,0.00E+00,20,-0.11574,1.21255
50.443,18.36083,-4.64E-02,92.76612,50,0.00E+00,20,-0.11533,1.21255
50.444,18.36583,-4.64E-02,92.76554,50,0.00E+00,20,-0.11492,1.21255
50.438,18.37083,-4.67E-02,92.76497,50,0.00E+00,20,-0.11451,1.21256
50.434,18.37583,-4.66E-02,92.7644,50,0.00E+00,20,-0.11406,1.21256
50.438,18.38083,-4.66E-02,92.76383,50,0.00E+00,20,-0.11355,1.21256
50.434,18.38583,-4.67E-02,92.76326,50,0.00E+00,20,-0.11299,1.21256
50.451,18.39083,-4.70E-02,92.7627,50,0.00E+00,20,-0.11242,1.21254
50.423,18.39583,-4.67E-02,92.76214,50,0.00E+00,20,-0.11191,1.21258
50.42,18.40083,-4.68E-02,92.76158,50,0.00E+00,20,-0.11148,1.21258
50.423,18.40583,-4.70E-02,92.76103,50,0.00E+00,20,-0.11111,1.21258
50.413,18.41083,-4.70E-02,92.76047,50,0.00E+00,20,-0.1107,1.21259
50.429,18.41583,-4.68E-02,92.75992,50,0.00E+00,20,-0.11021,1.21257
50.427,18.42083,-4.71E-02,92.75936,50,0.00E+00,20,-0.1096,1.21257
50.434,18.42583,-4.72E-02,92.75882,50,0.00E+00,20,-0.10896,1.21256
50.427,18.43083,-4.72E-02,92.75828,50,0.00E+00,20,-0.10839,1.21257
50.444,18.43583,-4.73E-02,92.75774,50,0.00E+00,20,-0.10795,1.21255
50.444,18.44083,-4.73E-02,92.7572,50,0.00E+00,20,-0.10764,1.21255
50.447,18.44583,-4.72E-02,92.75666,50,0.00E+00,20,-0.10737,1.21254
50.45,18.45083,-4.73E-02,92.75613,50,0.00E+00,20,-0.10705,1.21254
50.434,18.45583,-4.71E-02,92.75559,50,0.00E+00,20,-0.10665,1.21256
50.463,18.46083,-4.73E-02,92.75506,50,0.00E+00,20,-0.10617,1.21252
50.448,18.46583,-4.73E-02,92.75453,50,0.00E+00,20,-0.10566,1.21254
50.452,18.47083,-4.73E-02,92.754,50,0.00E+00,20,-0.1052,1.21254
50.441,18.47583,-4.74E-02,92.75348,50,0.00E+00,20,-0.10483,1.21255
50.447,18.48083,-4.75E-02,92.75296,50,0.00E+00,20,-0.10454,1.21254
50.458,18.48583,-4.77E-02,92.75244,50,0.00E+00,20,-0.10425,1.21253
50.478,18.49083,-4.77E-02,92.75191,50,0.00E+00,20,-0.10387,1.2125
50.482,18.49583,-4.76E-02,92.75139,50,0.00E+00,20,-0.10337,1.2125
50.47,18.50083,-4.77E-02,92.75088,50,0.00E+00,20,-0.10278,1.21251
50.473,18.50583,-4.76E-02,92.75037,50,0.00E+00,20,-0.10218,1.21251
50.472,18.51083,-4.74E-02,92.74985,50,0.00E+00,20,-0.10162,1.21251
50.469,18.51583,-4.75E-02,92.74935,50,0.00E+00,20,-0.10111,1.21251
50.472,18.52083,-4.75E-02,92.74884,50,0.00E+00,20,-0.10063,1.21251
50.463,18.52583,-4.79E-02,92.74834,50,0.00E+00,20,-0.1002,1.21252
50.489,18.53083,-4.78E-02,92.74784,50,0.00E+00,20,-9.98E-02,1.21249
50.497,18.53583,-4.77E-02,92.74735,50,0.00E+00,20,-9.93E-02,1.21248
50.496,18.54083,-4.78E-02,92.74685,50,0.00E+00,20,-9.88E-02,1.21248
50.499,18.54583,-4.78E-02,92.74635,50,0.00E+00,20,-9.82E-02,1.21247
50.499,18.55083,-4.79E-02,92.74587,50,0.00E+00,20,-9.77E-02,1.21247
50.501,18.55583,-4.78E-02,92.74538,50,0.00E+00,20,-9.73E-02,1.21247
50.503,18.56083,-4.80E-02,92.7449,50,0.00E+00,20,-9.71E-02,1.21247
50.529,18.56583,-4.82E-02,92.74442,50,0.00E+00,20,-9.68E-02,1.21243
50.53,18.57083,-4.81E-02,92.74393,50,0.00E+00,20,-9.65E-02,1.21243
50.521,18.57583,-4.80E-02,92.74344,50,0.00E+00,20,-9.61E-02,1.21244
50.54,18.58083,-4.80E-02,92.74296,50,0.00E+00,20,-9.55E-02,1.21242
50.533,18.58583,-4.81E-02,92.74249,50,0.00E+00,20,-9.49E-02,1.21243
50.531,18.59083,-4.82E-02,92.74202,50,0.00E+00,20,-9.44E-02,1.21243
50.535,18.59583,-4.82E-02,92.74155,50,0.00E+00,20,-9.40E-02,1.21242
50.541,18.60083,-4.82E-02,92.74108,50,0.00E+00,20,-9.36E-02,1.21242
50.544,18.60583,-4.83E-02,92.74061,50,0.00E+00,20,-9.33E-02,1.21241
50.548,18.61083,-4.78E-02,92.74014,50,0.00E+00,20,-9.29E-02,1.21241
50.558,18.61583,-4.80E-02,92.73968,50,0.00E+00,20,-9.24E-02,1.21239
50.545,18.62083,-4.81E-02,92.73921,50,0.00E+00,20,-9.18E-02,1.21241
50.552,18.62583,-4.80E-02,92.73876,50,0.00E+00,20,-9.13E-02,1.2124
50.564,18.63083,-4.79E-02,92.73831,50,0.00E+00,20,-9.08E-02,1.21238
50.561,18.63583,-4.80E-02,92.73785,50,0.00E+00,20,-9.05E-02,1.21239
50.566,18.64083,-4.80E-02,92.7374,50,0.00E+00,20,-9.02E-02,1.21238
50.576,18.64583,-4.81E-02,92.73695,50,0.00E+00,20,-8.99E-02,1.21237
50.573,18.65083,-4.81E-02,92.7365,50,0.00E+00,20,-8.96E-02,1.21237
50.586,18.65583,-4.83E-02,92.73606,50,0.00E+00,20,-8.93E-02,1.21235
50.591,18.66083,-4.83E-02,92.73562,50,0.00E+00,20,-8.91E-02,1.21235
50.593,18.66583,-4.82E-02,92.73517,50,0.00E+00,20,-8.87E-02,1.21234
50.583,18.67083,-4.81E-02,92.73472,50,0.00E+00,20,-8.83E-02,1.21236
50.59,18.67583,-4.81E-02,92.73428,50,0.00E+00,20,-8.77E-02,1.21235
50.586,18.68083,-4.83E-02,92.73384,50,0.00E+00,20,-8.72E-02,1.21235
50.589,18.68583,-4.81E-02,92.73341,50,0.00E+00,20,-8.67E-02,1.21235
50.601,18.69083,-4.83E-02,92.73298,50,0.00E+00,20,-8.64E-02,1.21233
50.603,18.69583,-4.82E-02,92.73255,50,0.00E+00,20,-8.63E-02,1.21233
50.605,18.70083,-4.86E-02,92.73212,50,0.00E+00,20,-8.61E-02,1.21233
50.604,18.70583,-4.84E-02,92.73169,50,0.00E+00,20,-8.57E-02,1.21233
50.62,18.71083,-4.86E-02,92.73125,50,0.00E+00,20,-8.51E-02,1.21231
50.632,18.71583,-4.82E-02,92.73083,50,0.00E+00,20,-8.43E-02,1.21229
50.638,18.72083,-4.83E-02,92.73041,50,0.00E+00,20,-8.35E-02,1.21228
50.635,18.72583,-4.81E-02,92.73,50,0.00E+00,20,-8.28E-02,1.21229
50.644,18.73083,-4.79E-02,92.72959,50,0.00E+00,20,-8.23E-02,1.21227
50.655,18.73583,-4.80E-02,92.72918,50,0.00E+00,20,-8.19E-02,1.21226
50.649,18.74083,-4.81E-02,92.72877,50,0.00E+00,20,-8.15E-02,1.21227
50.652,18.74583,-4.86E-02,92.72836,50,0.00E+00,20,-8.09E-02,1.21226
50.668,18.75083,-4.83E-02,92.72795,50,0.00E+00,20,-8.02E-02,1.21224
50.669,18.75583,-4.85E-02,92.72755,50,0.00E+00,20,-7.95E-02,1.21224
50.689,18.76083,-4.85E-02,92.72717,50,0.00E+00,20,-7.89E-02,1.21221
50.694,18.76583,-4.83E-02,92.72678,50,0.00E+00,20,-7.85E-02,1.2122
50.698,18.77083,-4.84E-02,92.72639,50,0.00E+00,20,-7.84E-02,1.2122
50.693,18.77583,-4.84E-02,92.72599,50,0.00E+00,20,-7.83E-02,1.21221
50.697,18.78083,-4.82E-02,92.7256,50,0.00E+00,20,-7.80E-02,1.2122
50.698,18.78583,-4.81E-02,92.72521,50,0.00E+00,20,-7.77E-02,1.2122
50.715,18.79083,-4.84E-02,92.72482,50,0.00E+00,20,-7.73E-02,1.21218
50.727,18.79583,-4.84E-02,92.72444,50,0.00E+00,20,-7.69E-02,1.21216
50.735,18.80083,-4.83E-02,92.72405,50,0.00E+00,20,-7.65E-02,1.21215
50.724,18.80583,-4.82E-02,92.72367,50,0.00E+00,20,-7.60E-02,1.21216
50.731,18.81083,-4.85E-02,92.72329,50,0.00E+00,20,-7.56E-02,1.21215
50.753,18.81583,-4.85E-02,92.72292,50,0.00E+00,20,-7.50E-02,1.21212
50.742,18.82083,-4.83E-02,92.72254,50,0.00E+00,20,-7.42E-02,1.21214
50.756,18.82583,-4.80E-02,92.72216,50,0.00E+00,20,-7.34E-02,1.21212
50.786,18.83083,-4.82E-02,92.7218,50,0.00E+00,20,-7.27E-02,1.21208
50.779,18.83583,-4.81E-02,92.72145,50,0.00E+00,20,-7.21E-02,1.21209
50.797,18.84083,-4.79E-02,92.72109,50,0.00E+00,20,-7.17E-02,1.21206
50.801,18.84583,-4.82E-02,92.72073,50,0.00E+00,20,-7.15E-02,1.21206
50.817,18.85083,-4.80E-02,92.72038,50,0.00E+00,20,-7.14E-02,1.21204
50.817,18.85583,-4.79E-02,92.72002,50,0.00E+00,20,-7.12E-02,1.21204
50.834,18.86083,-4.79E-02,92.71966,50,0.00E+00,20,-7.09E-02,1.21201
50.842,18.86583,-4.81E-02,92.71931,50,0.00E+00,20,-7.06E-02,1.212
50.829,18.87083,-4.81E-02,92.71896,50,0.00E+00,20,-7.03E-02,1.21202
50.848,18.87583,-4.80E-02,92.71861,50,0.00E+00,20,-7.01E-02,1.21199
50.849,18.88083,-4.83E-02,92.71826,50,0.00E+00,20,-6.98E-02,1.21199
50.868,18.88583,-4.80E-02,92.71791,50,0.00E+00,20,-6.95E-02,1.21197
50.884,18.89083,-4.80E-02,92.71756,50,0.00E+00,20,-6.91E-02,1.21194
50.873,18.89583,-4.78E-02,92.71721,50,0.00E+00,20,-6.86E-02,1.21196
50.873,18.90083,-4.79E-02,92.71687,50,0.00E+00,20,-6.83E-02,1.21196
50.883,18.90583,-4.78E-02,92.71654,50,0.00E+00,20,-6.80E-02,1.21194
50.884,18.91083,-4.76E-02,92.7162,50,0.00E+00,20,-6.77E-02,1.21194
50.894,18.91583,-4.76E-02,92.71585,50,0.00E+00,20,-6.73E-02,1.21193
50.921,18.92083,-4.77E-02,92.71552,50,0.00E+00,20,-6.69E-02,1.21189
50.915,18.92583,-4.76E-02,92.71519,50,0.00E+00,20,-6.64E-02,1.2119
50.911,18.93083,-4.76E-02,92.71486,50,0.00E+00,20,-6.59E-02,1.21191
50.929,18.93583,-4.76E-02,92.71453,50,0.00E+00,20,-6.55E-02,1.21188
50.932,18.94083,-4.76E-02,92.7142,50,0.00E+00,20,-6.51E-02,1.21188
50.949,18.94583,-4.77E-02,92.71388,50,0.00E+00,20,-6.47E-02,1.21185
50.96,18.95083,-4.75E-02,92.71355,50,0.00E+00,20,-6.41E-02,1.21184
50.966,18.95583,-4.75E-02,92.71323,50,0.00E+00,20,-6.34E-02,1.21183
50.98,18.96083,-4.76E-02,92.71292,50,0.00E+00,20,-6.27E-02,1.21181
51.006,18.96583,-4.75E-02,92.71261,50,0.00E+00,20,-6.21E-02,1.21178
50.998,18.97083,-4.73E-02,92.7123,50,0.00E+00,20,-6.17E-02,1.21179
51.025,18.97583,-4.74E-02,92.71199,50,0.00E+00,20,-6.12E-02,1.21175
51.013,18.98083,-4.73E-02,92.71168,50,0.00E+00,20,-6.07E-02,1.21177
51.039,18.98583,-4.73E-02,92.71138,50,0.00E+00,20,-6.03E-02,1.21173
51.026,18.99083,-4.73E-02,92.71108,50,0.00E+00,20,-6.00E-02,1.21175
51.052,18.99583,-4.74E-02,92.71079,50,0.00E+00,20,-5.98E-02,1.21171
51.058,19.00083,-4.74E-02,92.71049,50,0.00E+00,20,-5.97E-02,1.2117
51.078,19.00583,-4.71E-02,92.71019,50,0.00E+00,20,-5.95E-02,1.21168
51.082,19.01083,-4.72E-02,92.70989,50,0.00E+00,20,-5.91E-02,1.21167
51.091,19.01583,-4.71E-02,92.70959,50,0.00E+00,20,-5.86E-02,1.21166
51.094,19.02083,-4.72E-02,92.7093,50,0.00E+00,20,-5.80E-02,1.21165
51.108,19.02583,-4.68E-02,92.70901,50,0.00E+00,20,-5.74E-02,1.21163
51.123,19.03083,-4.68E-02,92.70873,50,0.00E+00,20,-5.69E-02,1.21161
51.129,19.03583,-4.69E-02,92.70845,50,0.00E+00,20,-5.65E-02,1.21161
51.14,19.04083,-4.68E-02,92.70817,50,0.00E+00,20,-5.61E-02,1.21159
51.157,19.04583,-4.68E-02,92.70788,50,0.00E+00,20,-5.58E-02,1.21157
51.151,19.05083,-4.66E-02,92.70761,50,0.00E+00,20,-5.54E-02,1.21158
51.169,19.05583,-4.65E-02,92.70733,50,0.00E+00,20,-5.50E-02,1.21155
51.183,19.06083,-4.64E-02,92.70706,50,0.00E+00,20,-5.46E-02,1.21153
51.207,19.06583,-4.63E-02,92.70678,50,0.00E+00,20,-5.42E-02,1.2115
51.201,19.07083,-4.63E-02,92.70652,50,0.00E+00,20,-5.38E-02,1.21151
51.22,19.07583,-4.65E-02,92.70625,50,0.00E+00,20,-5.34E-02,1.21148
51.229,19.08083,-4.64E-02,92.70598,50,0.00E+00,20,-5.30E-02,1.21147
51.238,19.08583,-4.63E-02,92.70572,50,0.00E+00,20,-5.27E-02,1.21146
51.251,19.09083,-4.64E-02,92.70546,50,0.00E+00,20,-5.24E-02,1.21144
51.272,19.09583,-4.62E-02,92.70519,50,0.00E+00,20,-5.20E-02,1.21141
51.28,19.10083,-4.62E-02,92.70493,50,0.00E+00,20,-5.15E-02,1.2114
51.282,19.10583,-4.61E-02,92.70468,50,0.00E+00,20,-5.09E-02,1.2114
51.295,19.11083,-4.60E-02,92.70442,50,0.00E+00,20,-5.04E-02,1.21138
51.304,19.11583,-4.60E-02,92.70418,50,0.00E+00,20,-4.99E-02,1.21136
51.32,19.12083,-4.59E-02,92.70393,50,0.00E+00,20,-4.97E-02,1.21134
51.331,19.12583,-4.57E-02,92.70368,50,0.00E+00,20,-4.95E-02,1.21133
51.345,19.13083,-4.57E-02,92.70343,50,0.00E+00,20,-4.92E-02,1.21131
51.365,19.13583,-4.56E-02,92.70318,50,0.00E+00,20,-4.89E-02,1.21128
51.376,19.14083,-4.57E-02,92.70294,50,0.00E+00,20,-4.85E-02,1.21127
51.387,19.14583,-4.57E-02,92.7027,50,0.00E+00,20,-4.80E-02,1.21125
51.395,19.15083,-4.57E-02,92.70246,50,0.00E+00,20,-4.76E-02,1.21124
51.414,19.15583,-4.56E-02,92.70223,50,0.00E+00,20,-4.73E-02,1.21121
51.409,19.16083,-4.54E-02,92.702,50,0.00E+00,20,-4.71E-02,1.21122
51.426,19.16583,-4.52E-02,92.70176,50,0.00E+00,20,-4.68E-02,1.2112
51.444,19.17083,-4.52E-02,92.70152,50,0.00E+00,20,-4.65E-02,1.21117
51.456,19.17583,-4.51E-02,92.70129,50,0.00E+00,20,-4.61E-02,1.21116
51.468,19.18083,-4.52E-02,92.70106,50,0.00E+00,20,-4.57E-02,1.21114
51.485,19.18583,-4.50E-02,92.70084,50,0.00E+00,20,-4.54E-02,1.21112
51.495,19.19083,-4.48E-02,92.70061,50,0.00E+00,20,-4.50E-02,1.2111
51.502,19.19583,-4.50E-02,92.70038,50,0.00E+00,20,-4.46E-02,1.21109
51.515,19.20083,-4.49E-02,92.70016,50,0.00E+00,20,-4.42E-02,1.21107
51.529,19.20583,-4.47E-02,92.69994,50,0.00E+00,20,-4.38E-02,1.21105
51.544,19.21083,-4.47E-02,92.69973,50,0.00E+00,20,-4.35E-02,1.21103
51.568,19.21583,-4.45E-02,92.69951,50,0.00E+00,20,-4.34E-02,1.211
51.568,19.22083,-4.43E-02,92.69929,50,0.00E+00,20,-4.32E-02,1.211
51.58,19.22583,-4.44E-02,92.69908,50,0.00E+00,20,-4.31E-02,1.21098
51.607,19.23083,-4.45E-02,92.69886,50,0.00E+00,20,-4.29E-02,1.21095
51.628,19.23583,-4.42E-02,92.69865,50,0.00E+00,20,-4.27E-02,1.21092
51.638,19.24083,-4.41E-02,92.69843,50,0.00E+00,20,-4.25E-02,1.2109
51.65,19.24583,-4.43E-02,92.69822,50,0.00E+00,20,-4.23E-02,1.21089
51.673,19.25083,-4.41E-02,92.69801,50,0.00E+00,20,-4.21E-02,1.21086
51.691,19.25583,-4.40E-02,92.6978,50,0.00E+00,20,-4.19E-02,1.21083
51.7,19.26083,-4.40E-02,92.69759,50,0.00E+00,20,-4.16E-02,1.21082
51.711,19.26583,-4.38E-02,92.69739,50,0.00E+00,20,-4.14E-02,1.2108
51.714,19.27083,-4.39E-02,92.69717,50,0.00E+00,20,-4.11E-02,1.2108
51.738,19.27583,-4.38E-02,92.69697,50,0.00E+00,20,-4.07E-02,1.21077
51.741,19.28083,-4.37E-02,92.69677,50,0.00E+00,20,-4.02E-02,1.21076
51.755,19.28583,-4.36E-02,92.69657,50,0.00E+00,20,-3.97E-02,1.21074
51.772,19.29083,-4.35E-02,92.69637,50,0.00E+00,20,-3.92E-02,1.21072
51.788,19.29583,-4.34E-02,92.69618,50,0.00E+00,20,-3.88E-02,1.2107
51.801,19.30083,-4.31E-02,92.69598,50,0.00E+00,20,-3.85E-02,1.21068
51.818,19.30583,-4.27E-02,92.69579,50,0.00E+00,20,-3.83E-02,1.21066
51.836,19.31083,-4.32E-02,92.69561,50,0.00E+00,20,-3.82E-02,1.21063
51.859,19.31583,-4.29E-02,92.69542,50,0.00E+00,20,-3.82E-02,1.2106
51.872,19.32083,-4.29E-02,92.69522,50,0.00E+00,20,-3.83E-02,1.21058
51.878,19.32583,-4.29E-02,92.69503,50,0.00E+00,20,-3.83E-02,1.21057
51.891,19.33083,-4.27E-02,92.69484,50,0.00E+00,20,-3.81E-02,1.21056
51.912,19.33583,-4.26E-02,92.69465,50,0.00E+00,20,-3.79E-02,1.21053
51.934,19.34083,-4.27E-02,92.69445,50,0.00E+00,20,-3.75E-02,1.2105
51.946,19.34583,-4.26E-02,92.69427,50,0.00E+00,20,-3.71E-02,1.21048
51.965,19.35083,-4.22E-02,92.69409,50,0.00E+00,20,-3.66E-02,1.21045
51.982,19.35583,-4.23E-02,92.6939,50,0.00E+00,20,-3.61E-02,1.21043
51.997,19.36083,-4.23E-02,92.69372,50,0.00E+00,20,-3.57E-02,1.21041
52.018,19.36583,-4.23E-02,92.69355,50,0.00E+00,20,-3.53E-02,1.21038
52.021,19.37083,-4.20E-02,92.69337,50,0.00E+00,20,-3.50E-02,1.21038
52.042,19.37583,-4.20E-02,92.6932,50,0.00E+00,20,-3.49E-02,1.21035
52.055,19.38083,-4.19E-02,92.69303,50,0.00E+00,20,-3.47E-02,1.21033
52.059,19.38583,-4.16E-02,92.69285,50,0.00E+00,20,-3.45E-02,1.21033
52.092,19.39083,-4.16E-02,92.69268,50,0.00E+00,20,-3.43E-02,1.21028
52.12,19.39583,-4.16E-02,92.6925,50,0.00E+00,20,-3.39E-02,1.21024
52.117,19.40083,-4.14E-02,92.69234,50,0.00E+00,20,-3.36E-02,1.21025
52.139,19.40583,-4.14E-02,92.69218,50,0.00E+00,20,-3.33E-02,1.21022
52.154,19.41083,-4.13E-02,92.69201,50,0.00E+00,20,-3.32E-02,1.21019
52.168,19.41583,-4.12E-02,92.69184,50,0.00E+00,20,-3.32E-02,1.21018
52.187,19.42083,-4.12E-02,92.69168,50,0.00E+00,20,-3.31E-02,1.21015
52.195,19.42583,-4.08E-02,92.69151,50,0.00E+00,20,-3.29E-02,1.21014
52.213,19.43083,-4.08E-02,92.69134,50,0.00E+00,20,-3.26E-02,1.21011
52.239,19.43583,-4.07E-02,92.69118,50,0.00E+00,20,-3.24E-02,1.21008
52.242,19.44083,-4.07E-02,92.69103,50,0.00E+00,20,-3.22E-02,1.21007
52.269,19.44583,-4.07E-02,92.69086,50,0.00E+00,20,-3.21E-02,1.21004
52.295,19.45083,-4.05E-02,92.6907,50,0.00E+00,20,-3.20E-02,1.21
52.316,19.45583,-4.05E-02,92.69054,50,0.00E+00,20,-3.17E-02,1.20997
52.328,19.46083,-4.03E-02,92.69038,50,0.00E+00,20,-3.14E-02,1.20995
52.355,19.46583,-4.02E-02,92.69023,50,0.00E+00,20,-3.11E-02,1.20992
52.375,19.47083,-4.01E-02,92.69007,50,0.00E+00,20,-3.06E-02,1.20989
52.382,19.47583,-4.01E-02,92.68992,50,0.00E+00,20,-3.01E-02,1.20988
52.414,19.48083,-3.98E-02,92.68977,50,0.00E+00,20,-2.96E-02,1.20984
52.411,19.48583,-3.98E-02,92.68963,50,0.00E+00,20,-2.92E-02,1.20984
52.445,19.49083,-3.98E-02,92.68948,50,0.00E+00,20,-2.89E-02,1.20979
52.449,19.49583,-3.95E-02,92.68934,50,0.00E+00,20,-2.87E-02,1.20979
52.488,19.50083,-3.95E-02,92.6892,50,0.00E+00,20,-2.85E-02,1.20973
52.509,19.50583,-3.93E-02,92.68905,50,0.00E+00,20,-2.84E-02,1.20971
52.516,19.51083,-3.91E-02,92.68891,50,0.00E+00,20,-2.83E-02,1.2097
52.524,19.51583,-3.91E-02,92.68877,50,0.00E+00,20,-2.81E-02,1.20969
52.544,19.52083,-3.89E-02,92.68863,50,0.00E+00,20,-2.79E-02,1.20966
52.581,19.52583,-3.87E-02,92.68849,50,0.00E+00,20,-2.76E-02,1.20961
52.597,19.53083,-3.85E-02,92.68835,50,0.00E+00,20,-2.73E-02,1.20958
52.606,19.53583,-3.84E-02,92.68822,50,0.00E+00,20,-2.72E-02,1.20957
52.637,19.54083,-3.84E-02,92.68809,50,0.00E+00,20,-2.72E-02,1.20953
52.656,19.54583,-3.86E-02,92.68795,50,0.00E+00,20,-2.72E-02,1.2095
52.678,19.55083,-3.83E-02,92.68781,50,0.00E+00,20,-2.72E-02,1.20947
52.711,19.55583,-3.80E-02,92.68767,50,0.00E+00,20,-2.71E-02,1.20943
52.715,19.56083,-3.79E-02,92.68754,50,0.00E+00,20,-2.67E-02,1.20942
52.74,19.56583,-3.76E-02,92.6874,50,0.00E+00,20,-2.63E-02,1.20939
52.758,19.57083,-3.78E-02,92.68727,50,0.00E+00,20,-2.58E-02,1.20936
52.774,19.57583,-3.75E-02,92.68715,50,0.00E+00,20,-2.55E-02,1.20934
52.809,19.58083,-3.74E-02,92.68702,50,0.00E+00,20,-2.53E-02,1.20929
52.811,19.58583,-3.73E-02,92.6869,50,0.00E+00,20,-2.51E-02,1.20929
52.845,19.59083,-3.73E-02,92.68677,50,0.00E+00,20,-2.49E-02,1.20924
52.869,19.59583,-3.72E-02,92.68664,50,0.00E+00,20,-2.46E-02,1.20921
52.888,19.60083,-3.70E-02,92.68651,50,0.00E+00,20,-2.40E-02,1.20918
52.908,19.60583,-3.72E-02,92.6864,50,0.00E+00,20,-2.35E-02,1.20916
52.922,19.61083,-3.70E-02,92.68629,50,0.00E+00,20,-2.29E-02,1.20914
52.927,19.61583,-3.69E-02,92.68618,50,0.00E+00,20,-2.25E-02,1.20913
52.949,19.62083,-3.63E-02,92.68606,50,0.00E+00,20,-2.22E-02,1.2091
52.979,19.62583,-3.62E-02,92.68595,50,0.00E+00,20,-2.19E-02,1.20906
53.003,19.63083,-3.60E-02,92.68585,50,0.00E+00,20,-2.17E-02,1.20903
53.03,19.63583,-3.59E-02,92.68574,50,0.00E+00,20,-2.15E-02,1.20899
53.05,19.64083,-3.57E-02,92.68563,50,0.00E+00,20,-2.13E-02,1.20896
53.062,19.64583,-3.55E-02,92.68553,50,0.00E+00,20,-2.10E-02,1.20894
53.094,19.65083,-3.56E-02,92.68542,50,0.00E+00,20,-2.08E-02,1.2089
53.114,19.65583,-3.52E-02,92.68532,50,0.00E+00,20,-2.05E-02,1.20887
53.136,19.66083,-3.53E-02,92.68521,50,0.00E+00,20,-2.03E-02,1.20884
53.147,19.66583,-3.54E-02,92.68512,50,0.00E+00,20,-2.01E-02,1.20883
53.162,19.67083,-3.54E-02,92.68502,50,0.00E+00,20,-2.00E-02,1.20881
53.213,19.67583,-3.53E-02,92.68492,50,0.00E+00,20,-1.99E-02,1.20874
53.223,19.68083,-3.49E-02,92.68482,50,0.00E+00,20,-1.98E-02,1.20872
53.26,19.68583,-3.48E-02,92.68472,50,0.00E+00,20,-1.96E-02,1.20867
53.276,19.69083,-3.46E-02,92.68462,50,0.00E+00,20,-1.93E-02,1.20865
53.284,19.69583,-3.46E-02,92.68452,50,0.00E+00,20,-1.90E-02,1.20864
53.32,19.70083,-3.46E-02,92.68442,50,0.00E+00,20,-1.86E-02,1.20859
53.34,19.70583,-3.42E-02,92.68434,50,0.00E+00,20,-1.84E-02,1.20856
53.354,19.71083,-3.42E-02,92.68425,50,0.00E+00,20,-1.83E-02,1.20854
53.375,19.71583,-3.39E-02,92.68416,50,0.00E+00,20,-1.84E-02,1.20851
53.411,19.72083,-3.40E-02,92.68407,50,0.00E+00,20,-1.86E-02,1.20846
53.424,19.72583,-3.38E-02,92.68397,50,0.00E+00,20,-1.87E-02,1.20845
53.452,19.73083,-3.37E-02,92.68387,50,0.00E+00,20,-1.86E-02,1.20841
53.474,19.73583,-3.37E-02,92.68378,50,0.00E+00,20,-1.83E-02,1.20838
53.494,19.74083,-3.36E-02,92.68369,50,0.00E+00,20,-1.80E-02,1.20835
53.518,19.74583,-3.33E-02,92.6836,50,0.00E+00,20,-1.77E-02,1.20832
53.541,19.75083,-3.31E-02,92.68351,50,0.00E+00,20,-1.74E-02,1.20829
53.562,19.75583,-3.30E-02,92.68343,50,0.00E+00,20,-1.71E-02,1.20826
